Celeste,Contents,Post-Apocalypse[],Relationships[],Appearances[],Trivia[]
,,"At some point during the outbreak, Celeste was born and joined a 
community
 in Ohio.
Celeste is among the many residents enjoying the Halloween festivities in the main square of the city. She is the lucky winner of the children's costume contest as announced by 
Pamela Milton
, having dressed like hometown hero 
Mercer
. Celeste is overjoyed and is invited up to the stage to take pictures. She is also given 10 lottery tickets much to her delight and to the crowd's awe.
With the city breached and many civilians killed as reported by 
Colonel Vickers
 and the screams heard throughout the invasion, Celeste's fate is left unknown. It is possible she was let into the Estates with the crowd of terrified citizens or was rescued later on elsewhere in the city, or was killed by the undead.","The Commonwealth


Pamela Milton
 - Former Leader


Michael Mercer","""
New Haunts
"" 
(No Lines)","Celeste was portrayed by Maya Victory Payton, the daughter of 
Khary Payton
 who portrays 
Ezekiel Sutton
.

She was credited as 
Little Mercer
 on the AMC press site for ""
New Haunts
""."
