Mr. Martens,Contents,Overview[],Pre-Apocalypse[],Post-Apocalypse[],Killed Victims[],Relationships[],Appearances[],Trivia[]
,,"Mr. Martens is an outspoken man and loving family man. After it's revealed that 
Sebastian Milton
 had sent tons of people to their deaths for his own personal gain, including his own 
daughter
, Mr. Martens along with his 
wife
 are among the most prominent figures to lead the protests against the Miltons, demanding justice for his daughter's death and anyone else who was effected by Sebastian's actions. He is continues to protest for as long as he can, even violating curfew and only leaves when 
Henderson
 and his men tear gas the crowd.","Nothing is known about Mr. Martens' life prior to or as the outbreak began, except that he was married to his 
wife
 and had a 
daughter
.","At some point during the outbreak, Mr. Martens joined a 
community
 in Ohio.
Mr. Martens and his wife are among the dozens of people protesting in Union Square. He demands justice for the death of his daughter and that Sebastian be held accountable. As Governor Milton attempts to leave the train station, Mr. Martens and his wife and several people make their way into the station and confront her as she walks down the stairs. While he and the rest of the protestors are kicked back outside, he remains at the demonstration until everyone is ordered home by 
Henderson
 due to an oncoming herd.
That night, Mr. Martens attends a memorial for his daughter at Union Square alongside his wife and several other city residents. Henderson and a group of soldiers once again order the residents home for violating curfew and that the herd is still a threat outside the walls. When most people refuse to leave, tear gas is deployed, sending everyone scrambling.
Mr. Martens and his wife are among the Commonwealth citizens at Union Station when Pamela Milton announces the arrest of Lance Hornsby and delivering justice for the loss of April and so many others, to which Mr. Martens applauds.
A frightened Mr. Martens is one of the Commonwealth residents gathered at the entrance to 
the Estates
 begging to be let in as the 
herd
 approaches. After convincing 
Pamela
's forces to stand down, 
Daryl
 and 
Gabriel
 let Mr. Martens and the others into safety.","This list shows the victims Mr. Martens has killed:
Possibly numerous counts of 
zombies",,"""
Lockdown
""


""
A New Deal
""


""
Rest in Peace
""","This character is credited as 
April's Father
 in all of his appearances."
