Rudy,Fate,Contents,Pre-Apocalypse[],Post-Apocalypse[],Death[],Killed Victims[],Relationships[],Appearances[]
,,,Nothing is known about Rudy's life prior to or as the outbreak began.,"At some point in the apocalypse, Rudy somehow came into contact with a group named ""the Saviors"" which he subsequently joined.
Rudy aided his group in terrorizing other survivors and communities around the area into subjugating to Negan's will, where their victims would be forced to give half their supplies in exchange for not being murdered.
Inside the 
chemical plant outpost
, Rudy is walking down a hall and starts shouting for the other Saviors to hurry up and pack the .50 cal machine guns back into their cases for use at the Sanctuary. As Rudy and the other Saviors gather into the joining room, they are all suddenly gunned down by 
Carol
, who hid in the ceiling. When she comes down, she notices Rudy still alive, albeit barely. She shoots both him and one other gunned down Savior in the head, before fleeing when more of them show up.","Killed By
Carol Peletier
As he gathers with the Saviors, Rudy is suddenly shot multiple times by Carol, while she is hiding in the vent. When she climbs down, she notices that Rudy is still alive and shoots him in the head thus killing him once and for all.","This is a list of all the victims Rudy killed:
Possibly numerous counts of 
zombies
 and unnamed people",,"""
Some Guy
"""
